question,answer,area
イギリスが1898年に租借した山東半島の海港を何というか。,威海衛,東アジア
イギリスが1898年に租借した香港島対岸の半島を何というか。,九竜半島,東アジア
フランスが1899年に広東省で租借した場所はどこか。,広州湾,東アジア
中国進出の遅れを取り戻すため，1899～1900年に門戸開放宣言を行ったアメリカの国務長官は誰か。,ジョン＝ヘイ,東アジア
門戸開放宣言で提唱した内容は，門戸開放・領土保全ともう一つは何か。,機会均等,東アジア
清朝末期に起こり，日本の明治維新をモデルとして立憲君主政の樹立をめざした政治改革を何というか。,変法（変法自強）,東アジア
梁啓超らと改革を断行したが1898年戊戌の政変で失脚し，日本へ亡命した人物は誰か。,康有為,東アジア
康有為を登用して改革を断行したが，戊戌の政変で敗れて，幽閉された皇帝は誰か。,光緒帝,東アジア
戊戌の政変では，保守派の中心として暗躍し，甥の皇帝を幽閉して政治的実権を握った人物は誰か。,西太后,東アジア
19世紀後半に中国各地で起こった反キリスト教運動を何というか。,仇教運動,東アジア
1900～01年，白蓮教系の武術集団を中心に「扶清滅洋」を唱えて起こした排外運動と清朝が結び，列強に宣戦した戦争を何というか。,義和団戦争（義和団事件）,東アジア
義和団事件の講和として，1901年，列強11カ国が清に多額の賠償金と外国軍隊の北京駐兵権などを認めさせた条約を何というか。,北京議定書（辛丑和約）,東アジア
日露戦争の講和として，1905年に結ばれた条約を何というか。,ポーツマス条約,東アジア
ポーツマス条約により，韓国の保護権，南満洲鉄道の利権などとともにロシアから日本に割譲された地域はどこか。,樺太南半（南樺太）,東アジア
1905年以降激化した，朝鮮民衆の抗日武装闘争を何というか。,義兵闘争,東アジア
1910年の韓国併合後，日本が朝鮮を統治するためにソウルに設置した機関を何というか。,朝鮮総督府,東アジア
フランス資本を導入して1891年に着工した，ロシア領内を東西に走る世界最長の鉄道を何というか。,シベリア鉄道,東アジア
日本が韓国の保護国化を進めるために韓国と結んだ，３次にわたる協約を何というか。,日韓協約,東アジア
1905年，伊藤博文が韓国の外交を監督するために就任した職を何というか。,統監,東アジア
1909年，伊藤博文を中国東北地方のハルビンで暗殺した韓国の愛国者は誰か。,安重根,東アジア
1905年，清が廃止を断行した伝統的な官吏任用制度は何か。,科挙,東アジア
1908年，清が日本の明治憲法を模範として，立憲制へ向けて発表した憲法のひな型を何というか。,憲法大綱,東アジア
1905年，清の打倒をめざして興中会・光復会・華興会など革命諸組織が結集し，東京で成立した革命団体を何というか。,中国同盟会,東アジア
中国同盟会が革命の基本理念として提唱した「民族の独立」・「民権の伸張」・「民生の安定」を何というか。,三民主義,東アジア
1911年，民族資本家や地方有力者らが鉄道国有令に反対して成都を中心に起こした武装蜂起を何というか。,四川暴動,東アジア
辛亥革命の発端となった，湖北省における軍隊内の革命派の武装蜂起を何というか。,武昌蜂起,東アジア
1912年１月，臨時大総統に選出された孫文が南京で建国を宣言した，アジア初の共和国を何というか。,中華民国,東アジア
革命側に寝返ることを条件に，孫文から臨時大総統の地位を譲り受けた北洋軍の実力者は誰か。,袁世凱,東アジア
辛亥革命で退位した清朝最後の皇帝は誰か。,宣統帝（溥儀）,東アジア
袁世凱の死後，列強の支援を得て各地に分立割拠した軍事政権を何というか。,軍閥,東アジア
1885年，イギリスが対英協調のためインド人有力者につくらせたが，次第にイギリスへの批判を強めていった機関を何というか。,インド国民会議,南アジア
ヒンドゥー・イスラーム両教徒を反目させ，民族運動を分断させる目的で，イギリスが1905年に制定した法律を何というか。,ベンガル分割令,南アジア
インド国民会議が1906年に大会を開き，反英闘争の方針として，英貨排斥（英製品の不買）など4綱領を採択した都市はどこか。,カルカッタ,南アジア
4綱領のうち，「国産品愛用」を意味する綱領は何か。,スワデーシ,南アジア
4綱領のうち，「自治」・「独立」を意味する綱領は何か。,スワラージ,南アジア
フィリピン独立運動の指導者で，言論活動でスペインの暴政を批判したため，スペインに逮捕・銃殺されたのは誰か。,ホセ＝リサール,東南アジア
1904年，ベトナムで維新会を組織し，反仏運動を指導したのは誰か。,ファン＝ボイ＝チャウ,東南アジア
日露戦争での日本の勝利に刺激され，ファン＝ボイ＝チャウが呼びかけた日本への留学運動を何というか。,ドンズー（東遊）運動,東南アジア
日露戦争の影響で，1908年ギリシアのサロニカにおいて，立憲王政の樹立と西欧的自由主義を掲げて起こった革命を何というか。,青年トルコ革命,西アジア・北アフリカ
日露戦争の影響で，イランにおいて，英・露の侵略に無力な政府に対し，1905～11年に起こった立憲運動を何というか。,イラン立憲革命,西アジア・北アフリカ
インド国民会議急進派を指導し，4綱領採択に貢献したのは誰か。,ティラク,南アジア
フィリピン革命に参加して共和国の大統領に就任したが，アメリカ軍に敗れて，その地位を追われた人物は誰か。,アギナルド,東南アジア
イスラーム勢力が団結して，列強からの侵略に対抗しようとする思想を何というか。,パン＝イスラーム主義,西アジア・北アフリカ
パン＝イスラーム主義を説き，イスラーム諸国の立憲的改革や民族運動に大きな影響を与えたイラン出身の思想家は誰か。,アフガーニー,西アジア・北アフリカ
1906年，イギリスがヒンドゥー教徒主体のインド国民会議派に対抗させるために，ムスリムに結成させた組織を何というか。,全インド＝ムスリム連盟,南アジア
1911～12年，ジャワ商人が結成し，後にオランダに対して自治を要求するようになった民族団体を何というか。,イスラーム同盟（サレカット＝イスラム）,東南アジア
1914年6月，第一次世界大戦の引き金となった，オーストリア帝位継承者夫妻暗殺事件を何というか。,サライェヴォ事件,ヨーロッパ
第一次世界大戦において，イギリス・フランス・ロシアを主力とした国々を何というか。,協商国（連合国）,ヨーロッパ
協商国に対抗したドイツ・オーストリアなどの国々を何というか。,同盟国,ヨーロッパ
第一次世界大戦中の1915年，日本が中国の袁世凱政府に提出した要求を何というか。,二十一カ条の要求,ヨーロッパ
ドイツ・オーストリアとロシアとの戦いを何というか。,東部戦線,ヨーロッパ
1914年８月，ドイツのヒンデンブルク将軍がロシア軍を撃滅した戦いを何というか。,タンネンベルクの戦い,ヨーロッパ
ドイツとフランスとの国境方面の戦いを何というか。,西部戦線,ヨーロッパ
1914年９月，ベルギーを突破したドイツ軍を，フランスが阻止した戦いを何というか。,マルヌの戦い,ヨーロッパ
ロンドン秘密条約で，参戦と引き替えにイタリアに割譲が約束された地域を何というか。,「未回収のイタリア」,ヨーロッパ
1915年，オスマン帝国内のアラブ人の協力を得るために，イギリスがアラブ人国家の建設を認めた協定を何というか。,フセイン・マクマホン協定,ヨーロッパ
1916年，イギリス・フランス・ロシアの間で，オスマン帝国領の分割やパレスチナの国際管理について取り決めた協定を何というか。,サイクス・ピコ協定,ヨーロッパ
1917年，イギリスがパレスチナにおけるユダヤ人国家建設の支持を約束した宣言を何というか。,バルフォア宣言,ヨーロッパ
全国民を動員して生産を行い，補給体制を整えるような戦い方を何というか。,総力戦,ヨーロッパ
第一次世界大戦の際，偵察や爆撃に活躍した新兵器は何か。,航空機,ヨーロッパ
アメリカ合衆国の参戦の理由となったドイツの作戦を何というか。,無制限潜水艦作戦,ヨーロッパ
ドイツ革命の引き金となった反乱を何というか。,キール軍港の水兵反乱,ヨーロッパ
ドイツ臨時政府代表が調印し，大戦の終了となった条約は何か。,ドイツ休戦協定,ヨーロッパ
1918年１月，アメリカのウィルソン大統領が発表した大戦終結のための平和原則を何というか。,十四カ条(十四カ条の平和原則),ヨーロッパ
各国の軍事力を協議の上，削減することを何というか。,軍備縮小,ヨーロッパ
各民族が自主的に自らの運命を決定する権利を持ち，国家を建設できることを何というか。,民族自決,ヨーロッパ
ロシア革命の出発点となった1917年３月の出来事は何か。,ペトログラード蜂起,ヨーロッパ
1917年３月，ペトログラードにおいて結成された，労働者と兵士の代表による評議会を何というか。,ソヴィエト,ヨーロッパ
二月革命（三月革命）によって退位に追い込まれた，ロマノフ朝最後の皇帝は誰か。,ニコライ２世,ヨーロッパ
二月革命後に成立した臨時政府に参加した有力政党で，ナロードニキの流れをくむ政党は何か。,エスエル（社会主義者・革命家党）,ヨーロッパ
エスエルの有力者で，臨時政府の首相を務めた人物は誰か。,ケレンスキー,ヨーロッパ
ボリシェヴィキの指導者で，二月革命が起こると亡命先のスイスから帰国した人物は誰か。,レーニン,ヨーロッパ
レーニンが発表した，ボリシェヴィキの基本方針を何というか。,四月テーゼ,ヨーロッパ
ボリシェヴィキ武装蜂起によって，ブルジョワ支配の臨時政府を打倒した革命を何というか。,十月革命（十一月革命）,ヨーロッパ
十月革命の最中に開かれた，ソヴィエトの全国大会を何というか。,全ロシア=ソヴィエト会議,ヨーロッパ
新政権が発表した外交政策で，無併合・無賠償・民族自決を訴えたものを何というか。,「平和に関する布告」,ヨーロッパ
新政権によって発表された国内政策で，生産手段の公有化を目指したものを何というか。,「土地に関する布告」,ヨーロッパ
1918年，ドイツとロシアとの間で調印された講和条約は何か。,ブレスト＝リトフスク条約,ヨーロッパ
ボリシェヴィキの指導者の一人で，新政権で初代外務人民委員を務めた人物は誰か。,トロツキー,ヨーロッパ
トロツキーが提唱した共産主義運動の理論を何というか。,世界革命論,ヨーロッパ
1918年の第７回党大会で，ボリシェヴィキは何と改称されたか。,ロシア共産党,ヨーロッパ
ソヴィエト政権の軍隊のことを何というか。,赤軍,ヨーロッパ
革命によって成立したソヴィエト政権を打倒するために，連合国がおこなった戦いを何というか。,対ソ干渉戦争,ヨーロッパ
1919年，世界各地の共産党など左派勢力がモスクワに集まり，結成された組織を何というか。,コミンテルン（第３インターナショナル）,ヨーロッパ
1918～21年，内戦や諸外国の干渉に対抗するため，食料配給制や穀物の強制徴発を行った経済政策を何というか。,戦時共産主義,ヨーロッパ
1921～28年，低下した農民の労働意欲や生産力を回復するために行われた経済政策を何というか。,新経済政策（ネップ）,ヨーロッパ
反革命的動きの摘発や取り締まりのために設置された全ロシア非常委員会の略称は何か。,チェカ,ヨーロッパ
ソヴィエト政権に反対する地主・貴族らによって結成された軍隊を何というか。,白軍（反革命軍）,ヨーロッパ
ソヴィエト政権への干渉を目的に，チェコ兵救出を名目として日本軍を中心にアメリカや中国などによって行われた軍事行動は何か。,シベリア出兵,ヨーロッパ
ポーランドが，領土拡大を目的にソ連に侵入して起こした戦争を何というか。,ソヴィエト＝ポーランド戦争,ヨーロッパ
1922年，ソヴィエト政権とドイツとの間で結ばれたもので，両国の国交回復を規定した条約を何というか。,ラパロ条約,ヨーロッパ
第一次世界大戦後，英・仏・米など連合国が，独・墺など同盟国に対する講和条件を討議した会議を何というか。,パリ講和会議,ヨーロッパ
パリ講和会議で十四カ条をもとに秘密外交の廃止や民族自決の一部承認など理想主義を主張したアメリカ大統領は誰か。,ウィルソン,ヨーロッパ
パリ講和会議で厳しい対独制裁を主張したフランス首相は誰か。,クレマンソー,ヨーロッパ
パリ講和会議でフランスとアメリカの仲介役を果たしたイギリス首相は誰か。,ロイド＝ジョージ,ヨーロッパ
パリ講和会議でドイツに関する部分をまとめたもので，ドイツの軍備制限や賠償などを決めた条約を何というか。,ヴェルサイユ条約,ヨーロッパ
ヴェルサイユ条約でフランスに割譲された土地はどこか。,アルザス・ロレーヌ,ヨーロッパ
戦勝国とオーストリアとの間で締結された講和条約で，オーストリア＝ハンガリー帝国の解体を確認したものを何というか。,サン＝ジェルマン条約,ヨーロッパ
1918年，オーストリアから独立を宣言して初代大統領にマサリクが就任し，サン＝ジェルマン条約で承認された国はどこか。,チェコスロヴァキア,ヨーロッパ
第一次世界大戦後独立を果たしたセルブ＝クロアート＝スロヴェーン王国が，クーデタにより改組・改称され何となったか。,ユーゴスラヴィア,ヨーロッパ
敗戦国であるドイツの植民地やオスマン帝国領の大半は，第一次世界大戦後どのような方式で統治されたか。,委任統治,ヨーロッパ
十四カ条に基づき設立された史上初の国際安全保障機構で，国際協調主義の中心を担ったものは何か。,国際連盟,ヨーロッパ
1921～22年，第一次世界大戦後のアジア太平洋地域における国際秩序を形成するもととなった会議を何というか。,ワシントン会議,ヨーロッパ
1922年，軍拡競争の歯止めのため，主力艦の保有比率を定めた条約を何というか。,ワシントン海軍軍備制限条約,ヨーロッパ
米・英・日・仏・伊・中などの国々が，中国の主権・独立尊重，領土保全，機会均等，門戸開放などを約束した条約を何というか。,九カ国条約,ヨーロッパ
米・英・日・仏が，太平洋地域の領土と権益を相互承認した条約を何というか。,四カ国条約,ヨーロッパ
四カ国条約で解消された日本とヨーロッパの国との同盟は何か。,日英同盟,ヨーロッパ
1925年に調印された西ヨーロッパの安全保障条約で，ドイツの国際連盟加入を実施の条件とした条約を何というか。,ロカルノ条約,ヨーロッパ
「国際紛争の解決は武力によらない」ということを掲げ，1928年パリで調印された条約を何というか。,不戦条約,ヨーロッパ
不戦条約の成立に尽力したアメリカ合衆国の国務長官は誰か。,ケロッグ,ヨーロッパ
不戦条約の成立に尽力したフランスの外務大臣は誰か。,ブリアン,ヨーロッパ
講和条約により，非武装とされたドイツの地域はどこか。,ラインラント,ヨーロッパ
1919年，連合国とブルガリアとの間で締結された講和条約は何か。,ヌイイ条約,ヨーロッパ
1920年，連合国とハンガリーとの間で締結された講和条約は何か。,トリアノン条約,ヨーロッパ
1920年，連合国とオスマン帝国との間で締結された講和条約は何か。,セーヴル条約,ヨーロッパ
国際連盟の本部が置かれた都市はどこか。,ジュネーヴ,ヨーロッパ
発足当初の国際連盟の常任理事国は，フランス・イタリア・日本とどこか。,イギリス,ヨーロッパ
提唱国でありながら，国際連盟不参加であった国はどこか。,アメリカ,ヨーロッパ
1930年，英・米・日の補助艦保有比率を規定した会議を何というか。,ロンドン（軍縮）会議,ヨーロッパ
1919年，イギリスから独立を宣言し，1922年にはイギリスからも自治領として認められた国はどこか。,アイルランド自由国,ヨーロッパ
アイルランドが，1937年にイギリス連邦から離脱し完全な独立国を目指して改称した国名を何というか。,エール,ヨーロッパ
第一次世界大戦中反戦を主張し，労働党内閣，挙国一致内閣で首相となった人物は誰か。,マクドナルド,ヨーロッパ
19世紀末に成立したドイツの社会主義政党で，第一次世界大戦がおこると戦争推進の立場に転じた政党は何か。,社会民主党,ヨーロッパ
カール＝リープクネヒトら社会民主党の左派を中心に結成された急進的革命組織を何というか。,スパルタクス団,ヨーロッパ
カール＝リープクネヒトとともにスパルタクス団の組織を指導した女性革命家は誰か。,ローザ＝ルクセンブルク,ヨーロッパ
1919年に制定された当時もっとも民主的といわれたドイツ共和国憲法を何というか。,ヴァイマル憲法,ヨーロッパ
ヴァイマル共和国の初代大統領は誰か。,エーベルト,ヨーロッパ
1923～25年，ドイツの賠償支払い遅延を口実に，フランスとベルギーが行った軍事行動を何というか。,ルール占領,ヨーロッパ
1923年，インフレーションを収拾するために発行された紙幣を何というか。,レンテンマルク,ヨーロッパ
1924年に成立した，アメリカ資本の貸与と，賠償の支払い方法と期限の緩和を内容とするドイツ経済再建案を何というか。,ドーズ案,ヨーロッパ
第一次世界大戦後，イタリアやドイツにあらわれた議会制民主主義を否定する独裁政治を何というか。,ファシズム,ヨーロッパ
第一次世界大戦後，イタリアで独裁を行ったのは誰か。,ムッソリーニ,ヨーロッパ
ムッソリーニが，暴力的右派組織をまとめて創設した政党を何というか。,ファシスト党,ヨーロッパ
ムッソリーニが，政権奪取のために行ったクーデタを何というか。,ローマ進軍,ヨーロッパ
レーニンの死後，一国社会主義論を主張し，対立するトロツキーらを失脚させてソ連の実権を握ったのは誰か。,スターリン,ヨーロッパ
ソ連において，新経済政策（ネップ）による生産力の回復後，1928年からはじまった本格的な社会主義計画経済を何というか。,第１次五カ年計画,ヨーロッパ
農業の集団化のためにつくられたソ連の集団農場を何というか。,コルホーズ,ヨーロッパ
モンロー主義の延長にあるアメリカ合衆国の外交主張で，ヨーロッパによるアメリカへの不干渉・不介入を主張したものを何というか。,孤立主義,ヨーロッパ
海外からアメリカへの人の流入を抑制するために設けられた，アメリカの排外的法律を何というか。,移民法,ヨーロッパ
イギリスやアメリカなどにおいて，第一次世界大戦で重要な役割を担った女性が戦後に獲得した権利は何か。,参政権,ヨーロッパ
ドイツの政治家で，1923年大連合内閣首相となり，通貨安定とドイツ経済の再建に尽力した人物は誰か。,シュトレーゼマン,ヨーロッパ
1929年に成立したドイツの新賠償方式で，賠償総額を約358億金マルクとし，支払い期間を59年間に緩和する内容のものは何か。,ヤング案,ヨーロッパ
1870年のローマ教皇領併合以来断絶していた，ローマ教皇庁とイタリア政府が和解した条約を何というか。,ラテラノ条約,ヨーロッパ
山東の旧ドイツ権益の譲渡などを求め，1915年日本の大隈内閣が中国の袁世凱政府に提出したものは何か。,二十一カ条の要求,東アジア
中国における新文化運動や民族的運動などの中心となった大学はどこか。,北京大学,東アジア
中華民国初期の思想家で，雑誌『新青年』を創刊し，1921年にはコミンテルンの支援で中国共産党を創設した人物は誰か。,陳独秀,東アジア
旧来の難解な文語による文学を否定し，口語により文学を表現しようとする運動を何というか。,白話（白話文学）運動,東アジア
1917年，北京大学教授となり，実用主義の立場から儒教思想を批判し，白話運動の提唱者でもある人物は誰か。,胡適,東アジア
北京大学教授を務めたマルクス主義思想家で，民族運動の理論的指導者ともなった人物は誰か。,李大釗,東アジア
『狂人日記』や『阿Ｑ正伝』を著した中華民国初期の文学者は誰か。,魯迅,東アジア
1910年に設立された日本の朝鮮支配の最高機関を何というか。,朝鮮総督府,東アジア
1919年，朝鮮民衆が日本からの独立を求めて起こした運動は何か。,三・一独立運動（万歳事件）,東アジア
1919年，パリ講和会議で二十一カ条の要求廃棄が拒否されたことを契機に北京で始まった，中国の民族運動を何というか。,五・四運動,東アジア
1914年に孫文が組織した中華革命党を，五・四運動を機に改称し大衆政党となった政党は何か。,中国国民党,東アジア
1924～27年，「連ソ・容共・扶助工農」を掲げた中国国民党と，中国共産党との間に成立した協力体制を何というか。,第１次国共合作,東アジア
1925年，上海の日本人経営の工場ストライキから始まった反帝国主義運動を何というか。,五・三〇運動,東アジア
1925年，中国国民党が政府を成立させた中国南部の都市はどこか。,広州,東アジア
1925年の孫文の死後頭角を表し，国民革命軍の総司令ともなった中国国民党の指導者は誰か。,蔣介石,東アジア
1926～28年国民革命軍が，北方の軍閥を倒して中国の統一を目指した戦いを何というか。,北伐,東アジア
上海を中心に，中国経済界を支配した中国の資本家の一団を何というか。,浙江財閥,東アジア
1927年，蔣介石が，帝国主義諸国や資本家の支援を受けて，上海で起こした反共クーデタを何というか。,上海クーデタ,東アジア
1927年４月，蔣介石が成立させた政府を何というか。,南京国民政府,東アジア
東北軍閥奉天派の首領で，1928年に日本軍に爆殺されたのは誰か。,張作霖,東アジア
中国の新文化運動の一環で，雑誌『新青年』を舞台に，胡適・陳独秀らの活躍で広まった動きを何というか。,文学革命,東アジア
1924年，ソ連に次ぐ第２の社会主義国として成立した国はどこか。,モンゴル人民共和国,東アジア
スヘ＝バートルやチョイバルサンらが結成したモンゴルの社会主義政党を何というか。,モンゴル人民革命党,東アジア
韓国併合後，憲兵や軍隊などを使って日本が行った力による韓国支配を何というか。,武断政治,東アジア
1918年8月～22年，日本の寺内内閣・原内閣により行われたソヴィエト干渉戦争を何というか。,シベリア出兵,東アジア
1925年，日本で発布された労働運動・民主化運動弾圧のための法規を何というか。,治安維持法,東アジア
張作霖の長男で，父の死後東北の実権を握り，日本に対抗したのは誰か。,張学良,東アジア
1919年，イギリス支配下のインド政庁が発布したインド人に対する弾圧法を何というか。,ローラット法,南アジア
当初，インド人の不満をそらすためにイギリスが結成させた政治結社で，のちイギリスと対立し独立運動の中心になったのは何か。,国民会議派,南アジア
インド独立運動の先頭に立った「インド独立の父」は誰か。,ガンディー,南アジア
ガンディーのとった闘争方式を何というか。,非暴力の「非協力運動」（非暴力・不服従運動）,南アジア
1929年，国民会議派の大会で決議された「完全なる独立」を意味する言葉は何か。,プールナ＝スワラージ,南アジア
1920年代後半から，国民会議派の議長として反英闘争を指導したのは誰か。,ネルー,南アジア
1935年にイギリスが制定したもので，インド人の不満をそらすために，各州の自治などが盛り込まれた法律は何か。,1935年インド統治法,南アジア
もとは「われらビルマ人協会」と称し，ビルマ独立運動を指導した政党は何か。,タキン党,東南アジア
インドネシア独立運動を推進し，1926～27年の反乱後に厳しい弾圧を受けてほぼ壊滅した政党は何か。,インドネシア共産党,東南アジア
インドネシア国民党を創建した独立運動の指導者は誰か。,スカルノ,東南アジア
インドシナ民族運動の中心を担い，労働者・農民に支持された政党は何か。,インドシナ共産党（ベトナム共産党）,東南アジア
インドシナ共産党の指導者であるベトナムの革命家は誰か。,ホー＝チ＝ミン,東南アジア
侵入してきたギリシア軍を撃退し亡国の危機を救うとともに，1919～23年トルコ革命を推進したトルコの軍人は誰か。,ムスタファ＝ケマル,西アジア・北アフリカ
1923年に締結された，トルコ新政権と連合国の新しい講和条約を何というか。,ローザンヌ条約,西アジア・北アフリカ
新たにトルコ共和国の首都とされたのはどこか。,アンカラ,西アジア・北アフリカ
「代表」を意味し，独立運動を指導したエジプトの民族主義政党は何か。,ワフド党,西アジア・北アフリカ
イギリスが掌握していた権限で，エジプトに対する政治的・軍事的支配の基礎となったものは何か。,スエズ運河地帯駐屯権,西アジア・北アフリカ
1917年，イギリスが，ユダヤ人の支持を得るためにユダヤ人国家の建設支持を表明した宣言を何というか。,バルフォア宣言,西アジア・北アフリカ
1932年，イブン＝サウードがアラビア半島の大半を統一して建てた国を何というか。,サウジアラビア王国,西アジア・北アフリカ
クーデタによって実権を握り，ガージャール朝に代わってパフレヴィー朝を建てたのは誰か。,レザー＝ハーン,西アジア・北アフリカ
塩の専売制に反対してガンディーらが行った行動を何というか。,塩の行進,南アジア
インドの人々の不満をそらし，独立運動を押さえるために，イギリスがインドの指導者をロンドンに招いて開催した会議を何というか。,英印円卓会議,南アジア
1922年，ムスタファ＝ケマルによって廃止が宣言されたオスマン帝国の皇帝位を何というか。,スルタン,西アジア・北アフリカ
トルコの新政権が政教分離を徹底するために行ったことは何か。,カリフ制廃止,西アジア・北アフリカ
19世紀末からはじまった，パレスチナにユダヤ人国家を建設しようとする考え方を何というか。,シオニズム,西アジア・北アフリカ
1915年イギリスが，旧オスマン帝国領にアラブ人国家の建設を認めた協定を何というか。,フセイン（フサイン）・マクマホン協定,西アジア・北アフリカ
イギリスの委任統治領とされ，1921年に王国が成立し，1932年独立が承認された国はどこか。,イラク,西アジア・北アフリカ
イギリスの保護国であったが，1919年独立を宣言し，戦争を経て独立が承認された中央アジアの国はどこか。,アフガニスタン,西アジア・北アフリカ
1929年，世界恐慌の引き金となった株価の大暴落が起こったのはどこの株式市場か。,ニューヨーク株式市場,南北アメリカ
世界恐慌が始まった当時のアメリカ大統領は誰か。,フーヴァー,南北アメリカ
1931年アメリカ大統領が，ドイツ経済救済のために出した戦債・賠償支払い猶予令を何というか。,フーヴァー＝モラトリアム,南北アメリカ
フーヴァーにかわって就任し，恐慌対策を行った民主党出身の大統領は誰か。,フランクリン＝ローズヴェルト,南北アメリカ
フランクリン＝ローズヴェルトが行った一連の恐慌克服策を何というか。,ニューディール,南北アメリカ
アメリカの恐慌克服策の一環として制定されたもので，農産物価格の安定をはかるための法律を何というか。,農業調整法（AAA）,南北アメリカ
アメリカの恐慌克服策の一環として制定されたもので，生産の規制・適正な利潤の確保・労働者の保護などを内容とする法律を何というか。,全国産業復興法（NIRA）,南北アメリカ
1933年，アメリカの恐慌克服策の一環としてテネシー川流域の総合開発を目的につくられた政府機関を何というか。,テネシー川流域開発公社（TVA）,南北アメリカ
フランクリン＝ローズヴェルトが行った孤立主義・膨張主義・ドル外交を排除する外交政策を何というか。,善隣外交,ヨーロッパ
恐慌克服のために，1931年イギリスにおいて労働党出身のマクドナルド首相が，保守党・自由党と組んで組織した内閣を何というか。,マクドナルド挙国一致内閣,ヨーロッパ
世界恐慌への対策として，多くの植民地を持つイギリスやフランスなどが行った排他的経済政策を何というか。,ブロック経済,ヨーロッパ
1932年，世界恐慌への対応として，イギリス連邦内の関税を取り決め，経済ブロックを形成することになった会議を何というか。,オタワ連邦会議,ヨーロッパ
反ユダヤ・反共を掲げたドイツの右派政党を何というか。,国民社会主義ドイツ労働者党（ナチ党）,ヨーロッパ
ナチ党の党首となり，後にドイツにおいて独裁的権力を獲得した政治家は誰か。,ヒトラー,ヨーロッパ
ナチ党が第１党になったのは何年の選挙か。,1932年,ヨーロッパ
1933年ヒトラー内閣のもとで成立した，政府に立法権を委ねるという法律を何というか。,全権委任法,ヨーロッパ
1933年，ドイツの共産党が非合法化・解散に追い込まれることになった事件は何か。,国会議事堂放火事件,ヨーロッパ
1933年，国際連盟で軍備平等権の主張が否決されたドイツがとった対応はどのようなものか。,国際連盟脱退,ヨーロッパ
1933年，スターリン時代のソ連が開始した経済政策を何というか。,第２次五カ年計画,ヨーロッパ
1936年に発布されたソ連の憲法は何と呼ばれるか。,スターリン憲法,ヨーロッパ
1935年，全国産業復興法が違憲とされたのを受けて制定された，労働者の団結権や団体交渉権を認めた法律を何というか。,ワグナー法,南北アメリカ
1931年，恐慌克服のためマクドナルド内閣が停止した制度は何か。,金本位制,ヨーロッパ
1923年，ヴァイマル共和国打倒と政権獲得を目指してナチスが起こしたクーデタを何というか。,ミュンヘン一揆,ヨーロッパ
反対派を暴力で排除するため街頭での実力行使を担ったナチスの組織を何というか。,突撃隊（ＳＡ）,ヨーロッパ
ナチス幹部の警護のために設立され，後には秘密警察の役割も担った組織を何というか。,親衛隊（ＳＳ）,ヨーロッパ
1933年に，ヒトラーを首相に任命した大統領は誰か。,ヒンデンブルク,ヨーロッパ
日本の関東軍が起こした柳条湖事件に始まる侵略戦争は何か。,満洲事変,東アジア
日本の国際連盟脱退に結びついた国際連盟の紛争調査委員会を何というか。,リットン調査団,東アジア
清朝最後の皇帝溥儀を皇帝とした日本の傀儡国家を何というか。,満洲国,東アジア
1931年，瑞金を首都として成立した共産党の臨時政府を何というか。,中華ソヴィエト共和国臨時政府,東アジア
中華ソヴィエト共和国臨時政府の主席は誰か。,毛沢東,東アジア
長征途上の1935年，中国共産党が内戦の停止と抗日民族統一戦線の結成を呼びかけた宣言を何というか。,八・一宣言,東アジア
抗日を第一とする共産党に共鳴した張学良らが，対共産軍強硬姿勢の蔣介石を武力で監禁した事件を何というか。,西安事件,東アジア
日中戦争の引き金となった，1937年７月７日に起こった事件は何か。,盧溝橋事件,東アジア
1937年９月，日本に対抗するために成立した，中国国民党と中国共産党の協力関係を何というか。,第２次国共合作,東アジア
1935年ドイツがヴェルサイユ条約を破棄し，徴兵制の復活，国防費の大幅拡大を行うとした宣言を何というか。,再軍備宣言,ヨーロッパ
1936年，ヴェルサイユ条約・ロカルノ条約を破棄し，ドイツが行った軍事行動は何か。,ラインラント進駐,ヨーロッパ
1935～36年，恐慌による経済混乱から国民の目をそらすためにイタリアが行った対外的な行動は何か。,エチオピア侵攻,ヨーロッパ
1936年，国際的に孤立したドイツ・イタリア両国の間に成立した提携関係を何というか。,ベルリン＝ローマ枢軸,ヨーロッパ
1936年，反ソ・反共産主義のために日本とドイツとの間で締結され，翌年イタリアも加わった協定を何というか。,日独伊防共協定,ヨーロッパ
1935年モスクワで開催され，反ファシズムのため各国共産党が様々な勢力と協力関係を築くことが決定された会議は何か。,コミンテルン第７回大会,ヨーロッパ
1936年，フランスの左派勢力が協力し，反ファシズムの政策を掲げて成立した内閣を何というか。,人民戦線内閣,ヨーロッパ
人民戦線内閣の首相は誰か。,ブルム,ヨーロッパ
スペインの軍人で，1936年共和派政府に対する反乱を起こし，後に国家主席となって独裁的権力を握った人物は誰か。,フランコ,ヨーロッパ
フランコの反乱に始まる政府軍と反乱軍の戦いを何というか。,スペイン内戦,ヨーロッパ
スペイン内戦において，ファシズム勢力と戦うために，世界各地から集まった人々によって形成された軍を何というか。,国際義勇軍,ヨーロッパ
1936年，共産主義拡大への対処を目的に，日本とドイツが結んだ協定を何というか。,日独防共協定,ヨーロッパ
1937年12月，日本が南京占領の際に多数の中国人を殺害し，国際的非難をあびた事件を何というか。,南京事件,東アジア
